
Room Setting Templates: default, cc-inside, cc-outside, cl-darksun, cl-pitchblack, dm-conflux, dm-itterator, dm-leg, dm-underhang, dm-wall, ds-inside, gw-inside, gw-outside, hi-inside, hi-outside, hr-end, hr-hell, hr-hellnew, hr-hellupper, lc-inside, lc-outside, lc-tower, lf-farms, lf-underground, lm-fog, lm-itterator, lm-leg, lm-sewer, lm-wall, ms-aerie, ms-array, ms-artery, ms-comp, ms-deep, ms-mech, ms-sewers, ms-surface, ms-vents, oe-cave, oe-ruins, oe-ruinsinside, oe-swamp, rm-amnesia, rm-corrupt, rm-dead, rm-linear, rm-lympathic, sb-subway, sh-darksun, sh-pitchblack, si-inside, si-outside, sl-fog, sl-sewer, ss-corrupt, su-inside, su-outside, ug-inside, uw-leg, uw-underhang, uw-wall, vs-filter, vs-pipes, vs-sewer, vs-surface, warc-cistern, warc-glassfields, warc-roottunnels, wbla-badlandssurface, wdsr-rot, wgwr-rot, whir-rot, wpta-spireinside, wpta-spireoutside, wrra-inside, wrra-insideship, wrra-outside, wrra-outsideship, wskb-inside, wskb-outside, wskc-inside, wskc-outside, wskd-inside, wskd-outside, wssr-calcified, wsur-rot, wtda-desert, wtdb-tract, wvwa-pillars, wvwa-waterways
Subregion: Outskirts
Room_Attr: 100K_WBLA_inspectnerd_1: Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WBLA_thysi_1: GreenLizard-Avoid,PinkLizard-Avoid,BlueLizard-Avoid,WhiteLizard-Avoid,CyanLizard-Avoid,RedLizard-Avoid,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Avoid,ZoopLizard-Avoid,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WBLA_thysi_2: Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WBLA_thysi_3: GreenLizard-Forbidden,PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WDSR_creativegamer03_1: GreenLizard-Avoid,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WGWR_creativegamer03_1: GreenLizard-Avoid,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Avoid,DaddyLongLegs-Avoid,BigEel-Forbidden,Deer-Forbidden,HunterDaddy-Avoid,TerrorLongLegs-Avoid,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WHIR_creativegamer03_1: Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WHIR_creativegamer03_2: GreenLizard-Forbidden,PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WORA_anubisrah_1: PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Like,ScavengerDisciple-Like,
Room_Attr: 100K_WORA_dakras_1: PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,
Room_Attr: 100K_WORA_draxiomatica_1: PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Like,ScavengerDisciple-Like,
Room_Attr: 100K_WORA_kemkemkemkemkemkem_1: PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,
Room_Attr: 100K_WORA_nopuddles_1: GreenLizard-Forbidden,PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Avoid,ScavengerDisciple-Avoid,
Room_Attr: 100K_WORA_puffballcrafter_1: PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Like,ScavengerDisciple-Like,
Room_Attr: 100K_WORA_puffballcrafter_2: PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WPTA_chromaticalblight_1: CicadaA-Avoid,CicadaB-Avoid,Scavenger-Forbidden,MirosBird-Forbidden,DropBug-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WPTA_creativegamer03_1: Scavenger-Forbidden,MirosBird-Forbidden,DropBug-Avoid,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Stay,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WPTA_gonterhaoz_1: PinkLizard-Avoid,BlueLizard-Avoid,WhiteLizard-Avoid,CyanLizard-Avoid,RedLizard-Avoid,CicadaA-Avoid,CicadaB-Avoid,Scavenger-Forbidden,Vulture-Avoid,KingVulture-Avoid,MirosBird-Forbidden,DropBug-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Avoid,ZoopLizard-Avoid,BigMoth-Forbidden,SkyWhale-Stay,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WPTA_nimble102_1: CicadaA-Avoid,CicadaB-Avoid,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WPTA_nopuddles_1: Salamander-Forbidden,Snail-Forbidden,Scavenger-Forbidden,Vulture-Avoid,KingVulture-Avoid,MirosBird-Forbidden,DropBug-Forbidden,SmallNeedleWorm-Forbidden,BigNeedleWorm-Forbidden,BigEel-Forbidden,Deer-Forbidden,Barnacle-Forbidden,BigMoth-Forbidden,SkyWhale-Stay,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WPTA_novatheskeledragon_1: PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,CicadaA-Forbidden,CicadaB-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,SmallCentipede-Forbidden,Centipede-Forbidden,RedCentipede-Forbidden,Centiwing-Forbidden,MirosBird-Forbidden,DropBug-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WRFA_blobtic73391_1: Salamander-Like,Scavenger-Avoid,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,SmallNeedleWorm-Forbidden,BigNeedleWorm-Forbidden,JetFish-Like,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WRFA_gonterhaoz_1: Salamander-Like,Vulture-Avoid,KingVulture-Avoid,MirosBird-Forbidden,JetFish-Avoid,BigEel-Forbidden,Deer-Forbidden,BigMoth-Avoid,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WRFA_inspectnerd_1: Scavenger-Avoid,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WRFB_thysi_1: Salamander-Like,Scavenger-Avoid,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WRRA_0rchid_1: Salamander-Like,Scavenger-Avoid,MirosBird-Forbidden,JetFish-Avoid,BigEel-Stay,Deer-Forbidden,BigMoth-Avoid,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WRRA_blobtic73391_1: Scavenger-Avoid,Vulture-Avoid,KingVulture-Avoid,MirosBird-Forbidden,JetFish-Avoid,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WRRA_kemkemkemkemkemkem_1: Salamander-Like,Scavenger-Avoid,MirosBird-Forbidden,JetFish-Avoid,BigEel-Stay,Deer-Forbidden,BigMoth-Avoid,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WRSA_wednesday77.648am_1: GreenLizard-Forbidden,PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SmallMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WSKB_haizlbliek_1: Salamander-Avoid,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,SmallNeedleWorm-Avoid,BigNeedleWorm-Avoid,JetFish-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WSKC_forthfora_1: Salamander-Avoid,Scavenger-Avoid,Vulture-Avoid,KingVulture-Avoid,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Avoid,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WSKD_scoutriley_1: MirosBird-Forbidden,SmallNeedleWorm-Forbidden,BigNeedleWorm-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Stay,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WSSR_ko5i_1: GreenLizard-Forbidden,PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WSSR_wonk_1: PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WSUR_novatheskeledragon_1: Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WTDA_gonterhaoz_1: PinkLizard-Avoid,BlueLizard-Avoid,WhiteLizard-Avoid,CyanLizard-Avoid,RedLizard-Avoid,Vulture-Forbidden,KingVulture-Forbidden,SmallCentipede-Forbidden,Centipede-Forbidden,RedCentipede-Forbidden,Centiwing-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Avoid,ZoopLizard-Avoid,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WTDB_alduris_1: Scavenger-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WTDB_alduris_2: PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WTDB_gonterhaoz_1: GreenLizard-Avoid,PinkLizard-Avoid,BlueLizard-Avoid,WhiteLizard-Avoid,CyanLizard-Avoid,RedLizard-Avoid,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,SmallCentipede-Avoid,Centipede-Avoid,RedCentipede-Avoid,Centiwing-Avoid,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Avoid,ZoopLizard-Avoid,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WTDB_january_1: GreenLizard-Forbidden,PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,SmallCentipede-Forbidden,Centipede-Forbidden,RedCentipede-Forbidden,Centiwing-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WTDB_skqrw_1: GreenLizard-Avoid,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WTDB_thecubifyer_1: Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WTDB_thysi_1: Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WTDB_tronsx_1: GreenLizard-Avoid,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,SmallCentipede-Like,Centipede-Like,RedCentipede-Like,Centiwing-Like,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WVWA_hennyburgr_1: Salamander-Like,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WVWA_tetraneo_1: Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,JetFish-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WPTA_tronsx_1: PinkLizard-Like,BlueLizard-Like,WhiteLizard-Like,CyanLizard-Like,RedLizard-Like,Scavenger-Forbidden,MirosBird-Forbidden,DropBug-Avoid,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Like,ZoopLizard-Like,BigMoth-Forbidden,SkyWhale-Stay,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_HI_wonk_1: GreenLizard-Forbidden,PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,BlackLizard-Forbidden,YellowLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,SmallCentipede-Forbidden,Centipede-Forbidden,RedCentipede-Forbidden,Centiwing-Forbidden,MirosBird-Forbidden,DropBug-Forbidden,SmallNeedleWorm-Avoid,BigNeedleWorm-Avoid,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_HI_wonk_2: GreenLizard-Forbidden,PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,BlackLizard-Forbidden,YellowLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,MirosBird-Forbidden,DropBug-Forbidden,SmallNeedleWorm-Forbidden,BigNeedleWorm-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SH_alduris_1: GreenLizard-Forbidden,PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,BlackLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,LanternMouse-Forbidden,BigSpider-Forbidden,SpitterSpider-Forbidden,MirosBird-Forbidden,SmallNeedleWorm-Forbidden,BigNeedleWorm-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,MotherSpider-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SH_alduris_2: GreenLizard-Forbidden,PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,BlackLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,BigSpider-Forbidden,SpitterSpider-Forbidden,MirosBird-Forbidden,SmallNeedleWorm-Avoid,BigNeedleWorm-Avoid,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,MotherSpider-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_WSKX_alduris_1: Salamander-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BigEel-Forbidden,Deer-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_LF_alduris_2: GreenLizard-Forbidden,PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,BlackLizard-Forbidden,YellowLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,SmallCentipede-Forbidden,Centipede-Forbidden,RedCentipede-Forbidden,Centiwing-Forbidden,MirosBird-Forbidden,DropBug-Forbidden,SmallNeedleWorm-Forbidden,BigNeedleWorm-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_SL_av3ry_1: PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Salamander-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,JetFish-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,AquaCenti-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_GW_alduris_2: PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Salamander-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,DropBug-Forbidden,SmallNeedleWorm-Forbidden,BigNeedleWorm-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_HI_alduris_1: GreenLizard-Forbidden,PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,BlackLizard-Forbidden,YellowLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,DropBug-Forbidden,SmallNeedleWorm-Forbidden,BigNeedleWorm-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
Room_Attr: 100K_VS_av3ry_1: GreenLizard-Forbidden,PinkLizard-Forbidden,BlueLizard-Forbidden,WhiteLizard-Forbidden,CyanLizard-Forbidden,RedLizard-Forbidden,Salamander-Forbidden,Snail-Forbidden,Scavenger-Forbidden,Vulture-Forbidden,KingVulture-Forbidden,MirosBird-Forbidden,BrotherLongLegs-Forbidden,DaddyLongLegs-Forbidden,BigEel-Forbidden,Deer-Forbidden,SpitLizard-Forbidden,ZoopLizard-Forbidden,HunterDaddy-Forbidden,TerrorLongLegs-Forbidden,BigMoth-Forbidden,SkyWhale-Forbidden,ScavengerTemplar-Forbidden,ScavengerDisciple-Forbidden,
